Window,Region,Context,Leaf1_methy,Leaf2_methy,Leaf3_methy,group
212,Downstream,CHG,0.649722009,0.655659455,0.66032999,Genome
213,Downstream,CHG,0.657313408,0.666227595,0.669667314,Genome
214,Downstream,CHG,0.643622194,0.65316513,0.655253976,Genome
215,Downstream,CHG,0.652251768,0.660939087,0.661760072,Genome
216,Downstream,CHG,0.653209373,0.662070102,0.663206147,Genome
217,Downstream,CHG,0.656840477,0.665091434,0.667982443,Genome
218,Downstream,CHG,0.656323958,0.664574012,0.667280561,Genome
219,Downstream,CHG,0.664332634,0.674525202,0.675319549,Genome
220,Downstream,CHG,0.659088763,0.673896435,0.672885092,Genome
1,Upstream,CHH,0.000224118,0.00023787,0.000238685,Genome
2,Upstream,CHH,0.000250374,0.000257916,0.00027069,Genome
3,Upstream,CHH,0.000238348,0.000254723,0.000261387,Genome
4,Upstream,CHH,0.000264363,0.000277374,0.000294645,Genome
5,Upstream,CHH,0.000235251,0.000242219,0.000250898,Genome
6,Upstream,CHH,0.000193075,0.000203765,0.000207034,Genome
7,Upstream,CHH,0.000249766,0.000256309,0.000268655,Genome
8,Upstream,CHH,0.000253715,0.000253653,0.000253301,Genome
9,Upstream,CHH,0.000262297,0.000267438,0.00027864,Genome
10,Upstream,CHH,0.000299316,0.000286452,0.000312981,Genome
11,Upstream,CHH,0.000229403,0.000234039,0.00023246,Genome
12,Upstream,CHH,0.00025358,0.000251915,0.000258668,Genome
13,Upstream,CHH,0.000246278,0.00027207,0.000280425,Genome
14,Upstream,CHH,0.000253724,0.000263688,0.000268607,Genome
15,Upstream,CHH,0.000257807,0.000271403,0.000277152,Genome
16,Upstream,CHH,0.000280323,0.00026833,0.00029677,Genome
17,Upstream,CHH,0.00026224,0.000279745,0.000285639,Genome
18,Upstream,CHH,0.000284584,0.000295906,0.000306443,Genome
19,Upstream,CHH,0.00028641,0.000289361,0.000304898,Genome
20,Upstream,CHH,0.000271345,0.000278763,0.000285998,Genome
21,Upstream,CHH,0.000238076,0.000253417,0.00026884,Genome
22,Upstream,CHH,0.00021611,0.000219917,0.000235425,Genome
23,Upstream,CHH,0.000233947,0.00023788,0.000252714,Genome
24,Upstream,CHH,0.000242114,0.000244847,0.000257532,Genome
25,Upstream,CHH,0.000200736,0.000207254,0.000207696,Genome
26,Upstream,CHH,0.000259791,0.000255535,0.000266462,Genome
27,Upstream,CHH,0.000199655,0.00021376,0.000214288,Genome
28,Upstream,CHH,0.00022595,0.000240302,0.000257791,Genome
29,Upstream,CHH,0.000300827,0.000317654,0.000324153,Genome
30,Upstream,CHH,0.000302782,0.000316418,0.000318125,Genome
31,Upstream,CHH,0.000295696,0.000311874,0.000316886,Genome
32,Upstream,CHH,0.000297889,0.000311057,0.000314976,Genome
33,Upstream,CHH,0.000254927,0.000260827,0.000275182,Genome
34,Upstream,CHH,0.00023457,0.000246568,0.000249321,Genome
35,Upstream,CHH,0.000184039,0.000187474,0.000197053,Genome
36,Upstream,CHH,0.000201413,0.000200102,0.000209455,Genome
37,Upstream,CHH,0.000271591,0.000280135,0.000284077,Genome
38,Upstream,CHH,0.0002198,0.00022221,0.000227459,Genome
39,Upstream,CHH,0.000218186,0.000233295,0.000232438,Genome
40,Upstream,CHH,0.000223282,0.000234877,0.000230241,Genome
41,Upstream,CHH,0.000279895,0.000291696,0.000298707,Genome
42,Upstream,CHH,0.000219582,0.000232451,0.000238383,Genome
43,Upstream,CHH,0.000201179,0.000217957,0.000216133,Genome
44,Upstream,CHH,0.000208774,0.000216914,0.000220192,Genome
45,Upstream,CHH,0.000189229,0.000200227,0.000206177,Genome
46,Upstream,CHH,0.00020998,0.000215265,0.000230882,Genome
47,Upstream,CHH,0.000202055,0.000198762,0.000209791,Genome
48,Upstream,CHH,0.000185153,0.000193658,0.000201306,Genome
49,Upstream,CHH,0.000214438,0.000218956,0.000225803,Genome
50,Upstream,CHH,0.000208393,0.000216048,0.000221269,Genome
51,Upstream,CHH,0.000200356,0.000211787,0.000217874,Genome
52,Upstream,CHH,0.000197763,0.000205879,0.000210075,Genome
53,Upstream,CHH,0.000229865,0.000230422,0.0002383,Genome
54,Upstream,CHH,0.000228991,0.000238255,0.00024474,Genome
55,Upstream,CHH,0.000218964,0.000226725,0.000234712,Genome
56,Upstream,CHH,0.000222855,0.00022064,0.000237535,Genome
57,Upstream,CHH,0.000209233,0.000222381,0.000222173,Genome
58,Upstream,CHH,0.000206763,0.000212692,0.000223157,Genome
59,Upstream,CHH,0.000223693,0.000240259,0.000249016,Genome
60,Upstream,CHH,0.00017142,0.000177407,0.000185277,Genome
61,Upstream,CHH,0.000222425,0.000224007,0.00022841,Genome
62,Upstream,CHH,0.00027035,0.000282306,0.000295816,Genome
63,Upstream,CHH,0.000295133,0.000309031,0.000319643,Genome
64,Upstream,CHH,0.000264188,0.000268169,0.000288971,Genome
65,Upstream,CHH,0.000290871,0.000294725,0.000305554,Genome
66,Upstream,CHH,0.000275897,0.00028503,0.000292679,Genome
67,Upstream,CHH,0.000247867,0.000254798,0.00025747,Genome
68,Upstream,CHH,0.000222675,0.000225074,0.000231613,Genome
69,Upstream,CHH,0.000213002,0.00022079,0.000224851,Genome
70,Upstream,CHH,0.00019393,0.000203946,0.000210868,Genome
71,Upstream,CHH,0.000241897,0.000253607,0.000264397,Genome
72,Upstream,CHH,0.000233604,0.000244364,0.000242664,Genome
73,Upstream,CHH,0.000241285,0.000249325,0.000259497,Genome
74,Upstream,CHH,0.00022082,0.00022986,0.000244034,Genome
75,Upstream,CHH,0.000212628,0.000215514,0.000231904,Genome
76,Upstream,CHH,0.000217471,0.000217849,0.000224128,Genome
77,Upstream,CHH,0.000217034,0.000219545,0.00022353,Genome
78,Upstream,CHH,0.000192397,0.000189119,0.00019845,Genome
79,Upstream,CHH,0.000222014,0.000230423,0.000238528,Genome
80,Upstream,CHH,0.00022254,0.00022471,0.000244539,Genome
81,Upstream,CHH,0.000210533,0.000213646,0.000219831,Genome
82,Upstream,CHH,0.000276632,0.000290941,0.000297068,Genome
83,Upstream,CHH,0.000252692,0.000257382,0.00026593,Genome
84,Upstream,CHH,0.000283325,0.000305965,0.000308358,Genome
85,Upstream,CHH,0.000255211,0.000255251,0.000258409,Genome
86,Upstream,CHH,0.000224792,0.000222301,0.000235483,Genome
87,Upstream,CHH,0.000237011,0.000254489,0.000261612,Genome
88,Upstream,CHH,0.000253126,0.000259494,0.000270018,Genome
89,Upstream,CHH,0.00024206,0.000250199,0.000256477,Genome
90,Upstream,CHH,0.000207706,0.000215115,0.000218715,Genome
91,Upstream,CHH,0.000260157,0.000253048,0.000267535,Genome
92,Upstream,CHH,0.000240833,0.000251925,0.00026743,Genome
93,Upstream,CHH,0.00022948,0.000233554,0.000251525,Genome
94,Upstream,CHH,0.000200505,0.00021385,0.000228296,Genome
95,Upstream,CHH,0.000198493,0.00020602,0.000216211,Genome
96,Upstream,CHH,0.000235489,0.000236885,0.000239176,Genome
97,Upstream,CHH,0.000234575,0.000235258,0.000241941,Genome
98,Upstream,CHH,0.000209533,0.000212376,0.000234261,Genome
99,Upstream,CHH,0.000232767,0.000234665,0.000242594,Genome
100,Upstream,CHH,0.000222555,0.000226587,0.000235242,Genome
101,Body,CHH,0.00026595,0.000268431,0.000268794,Genome
102,Body,CHH,0.000235153,0.000229664,0.000239651,Genome
103,Body,CHH,0.000214385,0.000226885,0.000249671,Genome
104,Body,CHH,0.000388923,0.000378954,0.000408923,Genome
105,Body,CHH,0.000292559,0.000307587,0.000327413,Genome
106,Body,CHH,0.000298725,0.000299918,0.00031437,Genome
107,Body,CHH,0.000273962,0.000286074,0.000294149,Genome
108,Body,CHH,0.000286821,0.000284971,0.000298721,Genome
109,Body,CHH,0.000294139,0.000288808,0.000297128,Genome
110,Body,CHH,0.000303691,0.000299414,0.000297125,Genome
111,Body,CHH,0.000298428,0.000307531,0.000316787,Genome
112,Body,CHH,0.000349351,0.00037501,0.000371419,Genome
113,Body,CHH,0.0005035,0.000507958,0.000519832,Genome
114,Body,CHH,0.000373565,0.000390391,0.000400912,Genome
115,Body,CHH,0.000404427,0.000424318,0.0004458,Genome
116,Body,CHH,0.000430477,0.000427139,0.000440607,Genome
117,Body,CHH,0.00031328,0.000360726,0.000366148,Genome
118,Body,CHH,0.00028343,0.000299411,0.000301576,Genome
119,Body,CHH,0.000276737,0.000318546,0.000297004,Genome
120,Body,CHH,0.000333315,0.000361036,0.000386947,Genome
121,Downstream,CHH,0.000189081,0.00019245,0.000202578,Genome
122,Downstream,CHH,0.000186683,0.000202811,0.000208433,Genome
123,Downstream,CHH,0.000216641,0.000235749,0.000240012,Genome
124,Downstream,CHH,0.000243808,0.000244741,0.000242594,Genome
125,Downstream,CHH,0.000191238,0.000192077,0.000208841,Genome
126,Downstream,CHH,0.000201024,0.000211922,0.00021442,Genome
127,Downstream,CHH,0.000187974,0.000197772,0.000199067,Genome
128,Downstream,CHH,0.000217752,0.000230261,0.000234254,Genome
129,Downstream,CHH,0.000288599,0.000297563,0.00031081,Genome
130,Downstream,CHH,0.000193284,0.000199301,0.000200413,Genome
131,Downstream,CHH,0.000190051,0.000201338,0.000206737,Genome
132,Downstream,CHH,0.000196148,0.000201988,0.00021076,Genome
133,Downstream,CHH,0.000197755,0.00020584,0.000215453,Genome
134,Downstream,CHH,0.000236513,0.000238388,0.000240329,Genome
135,Downstream,CHH,0.000220486,0.000229536,0.000228536,Genome
136,Downstream,CHH,0.000204518,0.000208304,0.000213305,Genome
137,Downstream,CHH,0.000198827,0.00020613,0.000208958,Genome
138,Downstream,CHH,0.00023216,0.000249495,0.000255259,Genome
139,Downstream,CHH,0.000257916,0.000267825,0.000265223,Genome
140,Downstream,CHH,0.000219245,0.000227349,0.000234997,Genome
141,Downstream,CHH,0.000206647,0.000212591,0.000218686,Genome
142,Downstream,CHH,0.000189262,0.000189816,0.000200012,Genome
143,Downstream,CHH,0.00020268,0.000203739,0.000209474,Genome
144,Downstream,CHH,0.000206642,0.000215073,0.000228847,Genome
145,Downstream,CHH,0.000233715,0.000233051,0.000237452,Genome
146,Downstream,CHH,0.000208288,0.000215702,0.000229974,Genome
147,Downstream,CHH,0.000197524,0.000201758,0.000216839,Genome
148,Downstream,CHH,0.000174596,0.000189596,0.000196582,Genome
149,Downstream,CHH,0.000237798,0.000245258,0.000251149,Genome
150,Downstream,CHH,0.000221722,0.000226647,0.000235449,Genome
151,Downstream,CHH,0.000174765,0.000184104,0.000185727,Genome
152,Downstream,CHH,0.000260818,0.000255662,0.000278074,Genome
153,Downstream,CHH,0.000286137,0.000279549,0.000303458,Genome
154,Downstream,CHH,0.000200259,0.000200326,0.000211022,Genome
155,Downstream,CHH,0.000206553,0.000212356,0.000216389,Genome
156,Downstream,CHH,0.000198018,0.000216463,0.000214762,Genome
157,Downstream,CHH,0.000223223,0.000234116,0.000245483,Genome
158,Downstream,CHH,0.000237927,0.000250946,0.000255512,Genome
159,Downstream,CHH,0.000186139,0.000197007,0.000205949,Genome
160,Downstream,CHH,0.00024528,0.000258302,0.000263839,Genome
161,Downstream,CHH,0.000216526,0.000229895,0.000231378,Genome
162,Downstream,CHH,0.000227314,0.000218868,0.00023279,Genome
163,Downstream,CHH,0.000261914,0.000271474,0.000282061,Genome
164,Downstream,CHH,0.000295633,0.000304063,0.00030955,Genome
165,Downstream,CHH,0.000246936,0.000250349,0.000256755,Genome
166,Downstream,CHH,0.000302855,0.000313948,0.00031174,Genome
167,Downstream,CHH,0.00029784,0.000308335,0.000320614,Genome
168,Downstream,CHH,0.00030967,0.00031014,0.000322975,Genome
169,Downstream,CHH,0.000256397,0.00027468,0.000293721,Genome
170,Downstream,CHH,0.000244512,0.000251896,0.000261897,Genome
171,Downstream,CHH,0.000254648,0.000273771,0.000275645,Genome
172,Downstream,CHH,0.000212716,0.000221467,0.000226949,Genome
173,Downstream,CHH,0.00024073,0.000257337,0.000251719,Genome
174,Downstream,CHH,0.000215086,0.00021298,0.000226878,Genome
175,Downstream,CHH,0.000221608,0.000228721,0.000232255,Genome
176,Downstream,CHH,0.000321133,0.000319641,0.000333463,Genome
177,Downstream,CHH,0.000250174,0.000257675,0.00026948,Genome
178,Downstream,CHH,0.000236166,0.000231116,0.000238588,Genome
179,Downstream,CHH,0.000242859,0.000237416,0.000257839,Genome
180,Downstream,CHH,0.000235173,0.000247612,0.000251306,Genome
181,Downstream,CHH,0.000198557,0.000200217,0.000204326,Genome
182,Downstream,CHH,0.0002275,0.000227611,0.000240651,Genome
183,Downstream,CHH,0.000221699,0.00023024,0.000231012,Genome
184,Downstream,CHH,0.000228699,0.000238704,0.000237663,Genome
185,Downstream,CHH,0.00021905,0.000223406,0.000228063,Genome
186,Downstream,CHH,0.000194795,0.000194607,0.000208084,Genome
187,Downstream,CHH,0.000277525,0.000288296,0.000300949,Genome
188,Downstream,CHH,0.000223966,0.000229829,0.000238234,Genome
189,Downstream,CHH,0.000204248,0.000212934,0.000216082,Genome
190,Downstream,CHH,0.000228887,0.000232633,0.000241893,Genome
191,Downstream,CHH,0.000216908,0.000218655,0.000228905,Genome
192,Downstream,CHH,0.000229982,0.000228352,0.000241493,Genome
193,Downstream,CHH,0.000183456,0.000191545,0.000197241,Genome
194,Downstream,CHH,0.000218343,0.000221844,0.000226193,Genome
195,Downstream,CHH,0.000243847,0.000245219,0.000254496,Genome
196,Downstream,CHH,0.000185546,0.000192213,0.000201765,Genome
197,Downstream,CHH,0.000166282,0.000172363,0.000181625,Genome
198,Downstream,CHH,0.00020145,0.00020886,0.000208315,Genome
199,Downstream,CHH,0.000238783,0.000246481,0.000252452,Genome
200,Downstream,CHH,0.00024061,0.000234552,0.000241798,Genome
201,Downstream,CHH,0.000235413,0.000234043,0.00024938,Genome
202,Downstream,CHH,0.000220999,0.000219292,0.000226497,Genome
203,Downstream,CHH,0.000201737,0.000211689,0.000220542,Genome
204,Downstream,CHH,0.000182654,0.000183214,0.000193251,Genome
205,Downstream,CHH,0.000175364,0.000178369,0.000188562,Genome
206,Downstream,CHH,0.000227668,0.00023223,0.000241297,Genome
207,Downstream,CHH,0.000246797,0.000257529,0.000263891,Genome
208,Downstream,CHH,0.000210639,0.00020847,0.000221569,Genome
209,Downstream,CHH,0.00021245,0.000218319,0.000224769,Genome
210,Downstream,CHH,0.000217575,0.000225892,0.000224407,Genome
211,Downstream,CHH,0.000177499,0.000191,0.00018963,Genome
212,Downstream,CHH,0.000202807,0.000207338,0.000213189,Genome
213,Downstream,CHH,0.000253945,0.000260976,0.00026359,Genome
214,Downstream,CHH,0.000205538,0.000213284,0.000221466,Genome
215,Downstream,CHH,0.000252291,0.00025992,0.000265891,Genome
216,Downstream,CHH,0.000242517,0.000243613,0.000257099,Genome
217,Downstream,CHH,0.000213038,0.000215782,0.000223135,Genome
218,Downstream,CHH,0.000206263,0.000214316,0.000215371,Genome
219,Downstream,CHH,0.000197242,0.000205512,0.000214833,Genome
220,Downstream,CHH,0.000201875,0.000219752,0.000217863,Genome
1,Upstream,CG,0.692218717,0.675219626,0.723840721,Gene body
2,Upstream,CG,0.682312216,0.663242447,0.711390753,Gene body
3,Upstream,CG,0.691246992,0.680429824,0.718747322,Gene body
4,Upstream,CG,0.719321658,0.712002612,0.745648104,Gene body
5,Upstream,CG,0.745888802,0.739161177,0.771667037,Gene body
6,Upstream,CG,0.766858564,0.763033388,0.787734023,Gene body
7,Upstream,CG,0.785751699,0.784354833,0.806733082,Gene body
8,Upstream,CG,0.795768695,0.793662782,0.814553093,Gene body
9,Upstream,CG,0.804491936,0.805731045,0.825662005,Gene body
10,Upstream,CG,0.814361197,0.813646212,0.833838823,Gene body
11,Upstream,CG,0.822448952,0.820859408,0.839039362,Gene body
12,Upstream,CG,0.831087442,0.829608457,0.848177057,Gene body
13,Upstream,CG,0.835230282,0.834056201,0.853044609,Gene body
14,Upstream,CG,0.834433102,0.834029597,0.851122376,Gene body
15,Upstream,CG,0.837897983,0.837338072,0.856543761,Gene body
16,Upstream,CG,0.842016941,0.842301136,0.862563913,Gene body
17,Upstream,CG,0.845105797,0.84508725,0.865429259,Gene body
18,Upstream,CG,0.844590652,0.844661908,0.864780999,Gene body
19,Upstream,CG,0.847780607,0.849396288,0.867420747,Gene body
20,Upstream,CG,0.847622832,0.849690164,0.866317536,Gene body
21,Upstream,CG,0.851558811,0.849528711,0.871188025,Gene body
22,Upstream,CG,0.846177445,0.846947175,0.864912439,Gene body
23,Upstream,CG,0.845507404,0.848350947,0.865765945,Gene body
24,Upstream,CG,0.843943804,0.846190179,0.863703506,Gene body
25,Upstream,CG,0.843545056,0.845474943,0.862977815,Gene body
26,Upstream,CG,0.837948099,0.840669573,0.859305603,Gene body
27,Upstream,CG,0.836515726,0.836872657,0.856228874,Gene body
28,Upstream,CG,0.831180742,0.834559806,0.852199952,Gene body
29,Upstream,CG,0.823631175,0.827198328,0.846519975,Gene body
30,Upstream,CG,0.821131945,0.825825555,0.843344787,Gene body
31,Upstream,CG,0.813883613,0.816168138,0.834598078,Gene body
32,Upstream,CG,0.805695145,0.808348799,0.82891622,Gene body
33,Upstream,CG,0.795947433,0.796621541,0.817419632,Gene body
34,Upstream,CG,0.786923054,0.784141375,0.806832003,Gene body
35,Upstream,CG,0.769798431,0.765415441,0.793649476,Gene body
36,Upstream,CG,0.745753683,0.740132333,0.769006612,Gene body
37,Upstream,CG,0.715593489,0.707645326,0.742088629,Gene body
38,Upstream,CG,0.685698698,0.669192511,0.714278499,Gene body
39,Upstream,CG,0.672643243,0.653822851,0.706021717,Gene body
40,Upstream,CG,0.69055589,0.669734553,0.725250338,Gene body
41,Body,CG,0.675436465,0.656108412,0.719454519,Gene body
42,Body,CG,0.756816621,0.74459379,0.791239314,Gene body
43,Body,CG,0.79374109,0.786114965,0.8239603,Gene body
44,Body,CG,0.813489494,0.808367245,0.842925079,Gene body
45,Body,CG,0.830076633,0.823724196,0.858926795,Gene body
46,Body,CG,0.835779742,0.830236411,0.86425956,Gene body
47,Body,CG,0.845110499,0.837852389,0.871266033,Gene body
48,Body,CG,0.848315193,0.842982379,0.872915869,Gene body
49,Body,CG,0.852107863,0.847640222,0.878287494,Gene body
50,Body,CG,0.853995099,0.851384253,0.881618685,Gene body
51,Body,CG,0.8582878,0.85423365,0.882847514,Gene body
52,Body,CG,0.857069967,0.855768306,0.883521674,Gene body
53,Body,CG,0.861186413,0.857933482,0.886671451,Gene body
54,Body,CG,0.862983197,0.859988661,0.888058485,Gene body
55,Body,CG,0.863270584,0.860656368,0.889711798,Gene body
56,Body,CG,0.864440019,0.862682278,0.88805158,Gene body
57,Body,CG,0.86413731,0.862189087,0.888335352,Gene body
58,Body,CG,0.864475532,0.86211447,0.890465432,Gene body
59,Body,CG,0.864769906,0.863978461,0.889256665,Gene body
60,Body,CG,0.863331366,0.863093983,0.889559666,Gene body
61,Body,CG,0.866153434,0.865504886,0.890219075,Gene body
62,Body,CG,0.864785907,0.862377978,0.887950798,Gene body
63,Body,CG,0.864118347,0.862187596,0.888302084,Gene body
64,Body,CG,0.86264033,0.860712369,0.886468131,Gene body
65,Body,CG,0.863035401,0.859821047,0.886671846,Gene body
66,Body,CG,0.863569678,0.860899751,0.886491871,Gene body
67,Body,CG,0.863189296,0.860915412,0.887072749,Gene body
68,Body,CG,0.859143292,0.856416381,0.883379751,Gene body
69,Body,CG,0.857735915,0.855481904,0.882540589,Gene body
70,Body,CG,0.858390802,0.854584207,0.883258666,Gene body
71,Body,CG,0.853642587,0.85085044,0.880316042,Gene body
72,Body,CG,0.850499617,0.84637675,0.877385767,Gene body
73,Body,CG,0.844132735,0.840155275,0.870849059,Gene body
74,Body,CG,0.840175993,0.836059517,0.866734941,Gene body
75,Body,CG,0.836210586,0.829746812,0.863051153,Gene body
76,Body,CG,0.826314107,0.819445227,0.855249995,Gene body
77,Body,CG,0.815125724,0.808314165,0.844733352,Gene body
78,Body,CG,0.798856197,0.788817836,0.830440063,Gene body
79,Body,CG,0.761281808,0.750681371,0.794118237,Gene body
80,Body,CG,0.690197303,0.66864455,0.732250263,Gene body
81,Downstream,CG,0.783200006,0.780761005,0.807090011,Gene body
82,Downstream,CG,0.780147235,0.777741147,0.797709762,Gene body
83,Downstream,CG,0.78150083,0.782909548,0.802210586,Gene body
84,Downstream,CG,0.782434582,0.782854829,0.802429528,Gene body
85,Downstream,CG,0.78745772,0.788500165,0.807372322,Gene body
86,Downstream,CG,0.790002363,0.792530747,0.806848813,Gene body
87,Downstream,CG,0.797280497,0.800979178,0.813208571,Gene body
88,Downstream,CG,0.800030834,0.804738124,0.819777395,Gene body
89,Downstream,CG,0.802388573,0.805802689,0.820201131,Gene body
90,Downstream,CG,0.804285696,0.809528413,0.825790964,Gene body
91,Downstream,CG,0.807317558,0.812231122,0.827600054,Gene body
92,Downstream,CG,0.809035837,0.814086543,0.828781566,Gene body
93,Downstream,CG,0.810101964,0.815296304,0.828493036,Gene body
94,Downstream,CG,0.809563837,0.814869235,0.82860825,Gene body
95,Downstream,CG,0.808984711,0.815579696,0.831644798,Gene body
96,Downstream,CG,0.810029482,0.817093714,0.830640125,Gene body
97,Downstream,CG,0.809060833,0.816010058,0.828220713,Gene body
98,Downstream,CG,0.811505484,0.815898543,0.829066437,Gene body
99,Downstream,CG,0.810702588,0.816641902,0.82910484,Gene body
100,Downstream,CG,0.812484065,0.816263316,0.829371383,Gene body
101,Downstream,CG,0.809052368,0.815050793,0.830041954,Gene body
102,Downstream,CG,0.811921883,0.816182787,0.832203929,Gene body
103,Downstream,CG,0.812522416,0.816666404,0.832504294,Gene body
104,Downstream,CG,0.811373768,0.815011344,0.829341624,Gene body
105,Downstream,CG,0.811382224,0.81741265,0.828828018,Gene body
106,Downstream,CG,0.811394525,0.820324661,0.83067301,Gene body
107,Downstream,CG,0.809310616,0.816074591,0.830695587,Gene body
108,Downstream,CG,0.807300544,0.810030959,0.829627922,Gene body
109,Downstream,CG,0.809442716,0.814299017,0.82797639,Gene body
110,Downstream,CG,0.80550461,0.806878962,0.822422385,Gene body
111,Downstream,CG,0.802990278,0.807319258,0.822052423,Gene body
112,Downstream,CG,0.799670644,0.804961741,0.821559949,Gene body
113,Downstream,CG,0.794066771,0.801306114,0.816616558,Gene body
114,Downstream,CG,0.792108277,0.798151189,0.814901172,Gene body
115,Downstream,CG,0.791506039,0.792834112,0.812042981,Gene body
116,Downstream,CG,0.785111161,0.786330119,0.804609162,Gene body
117,Downstream,CG,0.775473391,0.779278551,0.797068783,Gene body
118,Downstream,CG,0.774770152,0.776985445,0.796272995,Gene body
119,Downstream,CG,0.775402083,0.777570336,0.799433545,Gene body
120,Downstream,CG,0.781213416,0.778625962,0.806047877,Gene body
1,Upstream,CHG,0.536847374,0.523534925,0.557098541,Gene body
2,Upstream,CHG,0.528722658,0.51578913,0.545966715,Gene body
3,Upstream,CHG,0.529800302,0.520556728,0.546654327,Gene body
4,Upstream,CHG,0.529477772,0.524345226,0.548182184,Gene body
5,Upstream,CHG,0.541332709,0.535171179,0.557290419,Gene body
6,Upstream,CHG,0.54891158,0.545249213,0.565711065,Gene body
7,Upstream,CHG,0.553691013,0.549713895,0.570206984,Gene body
8,Upstream,CHG,0.557360771,0.554141441,0.57122594,Gene body
9,Upstream,CHG,0.562387293,0.56047703,0.576890903,Gene body
10,Upstream,CHG,0.574649478,0.569613123,0.586723002,Gene body
11,Upstream,CHG,0.573894895,0.569526268,0.587422132,Gene body
12,Upstream,CHG,0.579531681,0.574631972,0.59453589,Gene body
13,Upstream,CHG,0.583717362,0.579101205,0.59775548,Gene body
14,Upstream,CHG,0.585741767,0.581487812,0.598072073,Gene body
15,Upstream,CHG,0.586256056,0.5835445,0.602732116,Gene body
16,Upstream,CHG,0.586202625,0.582695502,0.608552747,Gene body
17,Upstream,CHG,0.58967917,0.588030653,0.609624819,Gene body
18,Upstream,CHG,0.58810378,0.586092423,0.604916994,Gene body
19,Upstream,CHG,0.590760347,0.585700355,0.601609585,Gene body
20,Upstream,CHG,0.583011594,0.580945927,0.597206349,Gene body
21,Upstream,CHG,0.591272334,0.585704597,0.604039983,Gene body
22,Upstream,CHG,0.591411526,0.586604948,0.606668159,Gene body
23,Upstream,CHG,0.590180585,0.586131289,0.604605237,Gene body
24,Upstream,CHG,0.5923636,0.589663837,0.60656403,Gene body
25,Upstream,CHG,0.590481029,0.587746805,0.605465271,Gene body
26,Upstream,CHG,0.59061262,0.585794314,0.605560697,Gene body
27,Upstream,CHG,0.589449715,0.583697047,0.604717496,Gene body
28,Upstream,CHG,0.581954355,0.58093008,0.600262539,Gene body
29,Upstream,CHG,0.578859602,0.575626359,0.597887983,Gene body
30,Upstream,CHG,0.572305306,0.568551372,0.588134619,Gene body
31,Upstream,CHG,0.569291495,0.566942186,0.586858125,Gene body
32,Upstream,CHG,0.564441323,0.56194956,0.581365018,Gene body
33,Upstream,CHG,0.553410362,0.550733157,0.569414492,Gene body
34,Upstream,CHG,0.550083794,0.548229374,0.567747573,Gene body
35,Upstream,CHG,0.544408751,0.540392856,0.562392635,Gene body
36,Upstream,CHG,0.538171163,0.533446838,0.553837883,Gene body
37,Upstream,CHG,0.527152599,0.521160213,0.547587699,Gene body
38,Upstream,CHG,0.527663602,0.517844059,0.548800194,Gene body
39,Upstream,CHG,0.521973867,0.511258436,0.542649205,Gene body
40,Upstream,CHG,0.533976431,0.521798256,0.558170493,Gene body
41,Body,CHG,0.367327546,0.357292107,0.393322269,Gene body
42,Body,CHG,0.376072108,0.369188657,0.39970567,Gene body
43,Body,CHG,0.415477673,0.40930208,0.436816613,Gene body
44,Body,CHG,0.448370222,0.443285574,0.470484973,Gene body
45,Body,CHG,0.46827793,0.461985291,0.488372972,Gene body
46,Body,CHG,0.482916594,0.476834637,0.500946988,Gene body
47,Body,CHG,0.493220553,0.488294255,0.51125224,Gene body
48,Body,CHG,0.499231999,0.493050759,0.517469619,Gene body
49,Body,CHG,0.508281452,0.502407526,0.525887798,Gene body
50,Body,CHG,0.508860282,0.505861162,0.529257404,Gene body
51,Body,CHG,0.513179727,0.50895948,0.530885118,Gene body
52,Body,CHG,0.516011226,0.513150331,0.535746627,Gene body
53,Body,CHG,0.521494264,0.516835239,0.539594669,Gene body
54,Body,CHG,0.522378577,0.518572865,0.54126641,Gene body
55,Body,CHG,0.518801902,0.514491871,0.536849068,Gene body
56,Body,CHG,0.519015874,0.516385151,0.538278015,Gene body
57,Body,CHG,0.519334382,0.516379955,0.53942281,Gene body
58,Body,CHG,0.520191112,0.516054863,0.537700825,Gene body
59,Body,CHG,0.51998738,0.516854136,0.538865853,Gene body
60,Body,CHG,0.521523163,0.519088377,0.538472338,Gene body
61,Body,CHG,0.522463832,0.51992623,0.54095766,Gene body
62,Body,CHG,0.522576726,0.518880937,0.542031736,Gene body
63,Body,CHG,0.521608463,0.517934384,0.53793956,Gene body
64,Body,CHG,0.517770598,0.514628165,0.534941716,Gene body
65,Body,CHG,0.516255153,0.51178723,0.532623021,Gene body
66,Body,CHG,0.514724146,0.510738846,0.531011387,Gene body
67,Body,CHG,0.515762245,0.512839121,0.533422507,Gene body
68,Body,CHG,0.513599359,0.510403518,0.532481692,Gene body
69,Body,CHG,0.515139249,0.510702345,0.53298992,Gene body
70,Body,CHG,0.512882408,0.508703419,0.529824637,Gene body
71,Body,CHG,0.509094747,0.50506308,0.526859028,Gene body
72,Body,CHG,0.505849207,0.501203119,0.525273351,Gene body
73,Body,CHG,0.498405746,0.493311344,0.518324221,Gene body
74,Body,CHG,0.493080754,0.486458916,0.510983035,Gene body
75,Body,CHG,0.477593323,0.472070139,0.49860476,Gene body
76,Body,CHG,0.460530205,0.455822274,0.482317882,Gene body
77,Body,CHG,0.441174932,0.436370376,0.464251071,Gene body
